ID,ModuleTitle,CompositeName,ModuleSize,ModuleCategory,AnnotationLevel,ModuleMemberGenes
M62.0,"T & B cell development, activation","T & B cell development, activation (M62.0)",44,immune,partial,CTGF
M62.0,"T & B cell development, activation","T & B cell development, activation (M62.0)",44,immune,partial,OGN
M62.0,"T & B cell development, activation","T & B cell development, activation (M62.0)",44,immune,partial,FAM150B
M62.0,"T & B cell development, activation","T & B cell development, activation (M62.0)",44,immune,partial,SH2D1A
M62.0,"T & B cell development, activation","T & B cell development, activation (M62.0)",44,immune,partial,CSRP2
M62.0,"T & B cell development, activation","T & B cell development, activation (M62.0)",44,immune,partial,CD3E
M62.0,"T & B cell development, activation","T & B cell development, activation (M62.0)",44,immune,partial,HHIP
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,TMPRSS3
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,ACCN2
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,PTK2
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,EBF1
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,ENG
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,VSIG10
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,DTX3
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,MGC5566
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,ELOVL4
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,GXYLT2
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,SMPD3
M62.1,enriched for unknown TF motif CTCNANGTGNY,enriched for unknown TF motif CTCNANGTGNY (M62.1),12,TF targets,partial,HHIP
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,SNX17
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,TGFB1
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,ARAP1
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,AKT1
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,PKN1
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,MAP2K2
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,STXBP2
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,NAPA
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,ARHGDIA
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,FLNA
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,TSC2
M63,regulation of localization (GO),regulation of localization (GO) (M63),12,biological process,partial,NR1H2
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,CXCL1
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,DRAM1
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,G0S2
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,SOD2
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,SIRPA
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,IL1RN
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,NINJ1
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,IL13RA1
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,TNFAIP2
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,SLC31A2
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,BASP1
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,MARCKS
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,FAM129A
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,ANPEP
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,SLC15A3
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,IL1B
M64,enriched in activated dendritic cells/monocytes,enriched in activated dendritic cells/monocytes (M64),17,immune,complete,IL8
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,IL7R
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,PTPRCAP
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,ITK
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,TRAC
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,IL2RG
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,LTB
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,TRA@ /// TRAC /// TRAJ17 /// TRAV20
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,TRBC1
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,JAK3
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,CCR7
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,LCK
M65,"IL2, IL7, TCR network","IL2, IL7, TCR network (M65)",12,immune,partial,BCL2
M66,TBA,TBA (M66),17,,,FCER1G
M66,TBA,TBA (M66),17,,,IDO1
M66,TBA,TBA (M66),17,,,CYP1B1
M66,TBA,TBA (M66),17,,,KMO
M66,TBA,TBA (M66),17,,,SLC7A7
M66,TBA,TBA (M66),17,,,KIAA1598
M66,TBA,TBA (M66),17,,,HMOX1
M66,TBA,TBA (M66),17,,,KYNU
M66,TBA,TBA (M66),17,,,ALDH2
M66,TBA,TBA (M66),17,,,CYBB
M66,TBA,TBA (M66),17,,,SLC31A2
M66,TBA,TBA (M66),17,,,ADAP2
M66,TBA,TBA (M66),17,,,IFI30
M66,TBA,TBA (M66),17,,,CST3
M66,TBA,TBA (M66),17,,,MAFB
M66,TBA,TBA (M66),17,,,BTK
M66,TBA,TBA (M66),17,,,CPVL
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,CD38
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,DDX58
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,IRF7
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,PLSCR1
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,BIRC3
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,C1QC
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,IFIH1
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,SERPING1
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,DDX60
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,C2
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,IGKC
M67,activated dendritic cells,activated dendritic cells (M67),12,immune,partial,RSAD2
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,DDX58
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,IRF7
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,DHX58
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,TRIM25
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,NFKBIA
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,IFIH1
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,TNF
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,ISG15
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,CXCL10
M68,RIG-1 like receptor signaling,RIG-1 like receptor signaling (M68),10,immune,partial,IL8
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,CR2
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,PCDH9
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,TSPAN13
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,HLA-DOB
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,CD72
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,PTPRK
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,CD22
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,P2RX5
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,BTLA
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,MS4A1
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,PPAPDC1B
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,CXCR5
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,ABCB4
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,CD200
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,FCRL1
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,FCRL2
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,CD79A
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,CD79B
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,ADAM28
M69,enriched in B cells (VI),enriched in B cells (VI) (M69),20,immune,complete,CD19
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,IL7R
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,KLRB1
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CCL5
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,RASGRP1
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,TRA@
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,SH2D1A
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,TRAV20
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,BCL11B
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD6
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD7
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,TRBC1
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD2
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,LEF1
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,NKG7
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,UBASH3A
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,PTPRCAP
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,TRAC
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,TRD@
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,TRAT1
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,SLA2
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,RORA
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,MAL
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,EOMES
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,XCL2
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,XCL1
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,ETS1
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,ZAP70
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,SAMD3
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,SIT1
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,NLRC3
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,SIRPG
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,PRKCH
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,ICOS
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD28
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,TRAJ17
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,NELL2
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GNLY
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD27
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,LAT
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,FLT3LG
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,PRF1
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,PRKCQ
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GIMAP6
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GIMAP7
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GATA3
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,ITK
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,LCK
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GZMA
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GZMB
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD96
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GZMM
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GZMH
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,TIGIT
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GZMK
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,ITM2A
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD247
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,GPR171
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,IL32
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,TARP
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD3D
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD3E
M7.0,enriched in T cells (I),enriched in T cells (I) (M7.0),62,immune,complete,CD3G
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,IL7R
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,RASGRP1
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,THEMIS
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CCL5
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,TCF7
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,BCL11B
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD5
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,TIGIT
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD7
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD2
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CCR7
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD247
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,MS4A1
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,PTPN22
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,TXK
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,TRBC1
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,IL12RB1
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,IKZF1
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,SLA2
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CAMK4
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,RORA
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,EOMES
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,PRKCQ
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,ZAP70
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,SIT1
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,NLRC3
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,DPP4
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,SIRPG
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,PRKCH
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,ICOS
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD28
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD27
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,RHOH
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD8A
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,ITPR3
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,LEF1
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD8B
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,GATA3
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CRTAM
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,ITK
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,TRAC
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,KLRK1
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,IL21R
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,LCK
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CORO1A
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,SLAMF7
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD3D
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD3E
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,SLAMF1
M7.1,T cell activation (I),T cell activation (I) (M7.1),50,immune,partial,CD3G
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,TGFBR3
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,KLRB1
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,KLRD1
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,CCL5
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,TBX21
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,FCGR3B
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,PTGDR
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,CD247
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,NLRC3
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,GPR56
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,MYBL1
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,ARL4C
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,KLRF1
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,STAT4
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,PLEKHF1
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,IL18RAP
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,RORA
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,EOMES
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,XCL2
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,XCL1
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,FGFBP2
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,SAMD3
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,CTSW
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,CST7
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,ZAP70
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,KLRC1
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,PRKCH
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,S1PR5
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,CLIC3
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,TRD@
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,GNLY
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,SH2D2A
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,FASLG
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,PRF1
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,PRKCQ
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,GIMAP7
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,GZMA
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,IL2RB
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,HOPX
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,ITK
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,GZMB
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,NKG7
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,CD96
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,GZMM
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,GZMH
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,KLRK1
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,SLAMF7
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,TRA@
M7.2,enriched in NK cells (I),enriched in NK cells (I) (M7.2),49,immune,complete,TARP
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,CCL5
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,SP140
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,TIGIT
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,CD247
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,CCR5
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,NLRC3
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,PTPRCAP
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,STAT4
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,IL12RB1
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,TRAT1
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,SLA2
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,CXCR3
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,ZAP70
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,NKG7
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,SIRPG
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,ICOS
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,IFNG
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,IL18R1
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,SLAMF7
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,PTPN7
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,ITK
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,CRTAM
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,GZMA
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,CD3E
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,GPR171
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,TRA@
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,TARP
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,CD3D
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,LCK
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,SLAMF1
M7.3,T cell activation (II),T cell activation (II) (M7.3),31,immune,partial,CD3G
M7.4,T cell activation (III),T cell activation (III) (M7.4),14,immune,partial,KLF12
M7.4,T cell activation (III),T cell activation (III) (M7.4),14,immune,partial,RASGRP1
M7.4,T cell activation (III),T cell activation (III) (M7.4),14,immune,partial,THEMIS
M7.4,T cell activation (III),T cell activation (III) (M7.4),14,immune,partial,NELL2
M7.4,T cell activation (III),T cell activation (III) (M7.4),14,immune,partial,CD96
M7.4,T cell activation (III),T cell activation (III) (M7.4),14,immune,partial,CAMK4
M7.4,T cell activation (III),T cell activation (III) (M7.4),14,immune,partial,RORA
